## [iView]
## Converted from:	F:\tracker\RALT_None.idf
## Date:	16.01.2019 12:53:30
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	60
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	1435                                                                                                                                                                                                                                                            
## Reversed:	none
## [Run]
## Subject:	pp                                                                                                                                                                                                                                                              
## Description:	Shock task                                                                                                                                                                                                                                                      
## [Calibration]
## Calibration Area:	1920	1080
## Calibration Point 0:	Position(960;540)
## Calibration Point 1:	Position(96;54)
## Calibration Point 2:	Position(1824;54)
## Calibration Point 3:	Position(96;1026)
## Calibration Point 4:	Position(1824;1026)
## Calibration Point 5:	Position(96;540)
## Calibration Point 6:	Position(960;54)
## Calibration Point 7:	Position(1824;540)
## Calibration Point 8:	Position(960;1026)
## [Geometry]
## Stimulus Dimension [mm]:	344	193
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	EYETRACKING//SMI_RED250mobile///Binoc
## Operating System :	6.2.9200
## iView X Version:	4.4.0.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, DIAMETER, POR, MSG
## 
Time	Type	Trial	L Mapped Diameter [mm]	R Mapped Diameter [mm]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Aux1
995601427	SMP	1	3.6978	3.8477	928.4053	528.5151	920.8756	577.0744	
995618121	SMP	1	3.7006	3.8445	931.0931	527.2311	923.5348	575.2890	
995634815	SMP	1	3.7071	3.8436	933.0930	523.7330	925.6988	573.8644	
995651510	SMP	1	3.7098	3.8379	935.9186	519.0595	928.4587	573.9088	
995668204	SMP	1	3.7149	3.8381	937.6134	516.3942	929.5897	573.0225	
995684898	SMP	1	3.7216	3.8405	938.8456	517.1556	928.5475	572.5850	
995701592	SMP	1	3.7211	3.8401	939.1425	517.0299	927.4480	572.5747	
995718286	SMP	1	3.7203	3.8375	939.3502	516.5109	927.2554	572.4069	
995734980	SMP	1	3.7224	3.8391	940.0369	515.8324	927.5446	571.3427	
995751674	SMP	1	3.7329	3.8410	938.9053	516.1003	927.0812	569.1278	
995768368	SMP	1	3.7381	3.8400	938.1414	515.0553	929.3413	569.3449	
995785062	SMP	1	3.7445	3.8435	936.9485	514.6190	930.2469	570.3336	
995801756	SMP	1	3.7465	3.8447	936.4253	513.8258	929.9387	571.0447	
995818451	SMP	1	3.7490	3.8439	936.9997	513.6995	928.2599	571.8160	
995835145	SMP	1	3.7455	3.8378	936.7975	514.5170	926.6761	572.3612	
995851839	SMP	1	3.7408	3.8376	937.3454	515.4518	927.0838	572.4281	
995868533	SMP	1	3.7427	3.8416	937.0654	514.6384	927.8235	572.6784	
995885227	SMP	1	3.7514	3.8402	935.4437	514.2533	928.7571	573.7012	
995901921	SMP	1	3.7606	3.8474	934.8486	514.4500	929.8323	572.9402	
995918615	SMP	1	3.7715	3.8547	934.1874	513.1351	929.4166	573.3691	
995935309	SMP	1	3.7730	3.8544	936.1921	511.9974	927.1728	574.0589	
995952003	SMP	1	3.7669	3.8530	937.2557	510.7688	925.5709	573.2315	
995968697	SMP	1	3.7656	3.8516	938.9534	510.1966	925.7555	572.5941	
995985392	SMP	1	3.7640	3.8461	940.7881	510.8920	924.6337	572.6477	
996002086	SMP	1	3.7604	3.8442	941.0557	511.0524	924.9441	570.6673	
996018780	SMP	1	3.7575	3.8448	941.8069	511.3130	924.3018	569.2840	
996035474	SMP	1	3.7582	3.8395	941.7944	511.5963	924.4746	567.5684	
996052168	SMP	1	3.7619	3.8474	941.0424	511.8940	925.1221	567.1462	
996068862	SMP	1	3.7635	3.8550	941.4673	512.2019	926.7256	565.8170	
996085556	SMP	1	3.7644	3.8581	941.7248	512.9203	927.5473	564.5025	
996102250	SMP	1	3.7671	3.8584	940.1167	514.1699	926.9671	563.6556	
996118944	SMP	1	3.7712	3.8609	938.3757	515.2431	927.9658	563.1978	
996135638	SMP	1	3.7739	3.8601	936.9387	515.1723	929.4400	563.1729	
996152333	SMP	1	3.7699	3.8586	939.0137	514.2524	929.4789	561.1627	
996169027	SMP	1	3.7664	3.8542	937.6659	513.2126	930.7318	561.1587	
996185721	SMP	1	3.7658	3.8544	938.1231	513.3504	930.9359	563.0266	
996202415	SMP	1	3.7651	3.8510	937.3827	512.2636	931.6561	562.9632	
996219109	SMP	1	3.7706	3.8503	936.9628	511.5913	933.9440	566.0353	
996235800	SMP	1	3.7727	3.8470	937.6535	510.0964	932.6839	564.4064	
996252490	SMP	1	3.7644	3.8449	938.7711	508.8316	932.0285	565.3166	
996269180	SMP	1	3.7590	3.8471	939.0458	509.3637	931.9486	565.0860	
996285870	SMP	1	3.7562	3.8550	940.3126	509.6969	932.0687	566.3728	
996302560	SMP	1	3.7541	3.8585	942.8216	508.7830	930.7237	566.6634	
996319250	SMP	1	3.7507	3.8586	943.7434	508.9838	929.5887	566.2914	
996335940	SMP	1	3.7463	3.8555	942.8188	510.0027	928.2307	567.1828	
996352630	SMP	1	3.7456	3.8510	942.1262	509.0094	928.3753	567.0395	
996369320	SMP	1	3.7485	3.8519	942.0127	508.6317	929.8632	566.4535	
996386010	SMP	1	3.7490	3.8482	943.2745	509.5396	931.6376	565.9835	
996402699	SMP	1	3.7554	3.8500	943.0052	510.3788	931.3244	564.8059	
996419389	SMP	1	3.7555	3.8462	944.1854	510.4778	930.9652	564.9137	
996436079	SMP	1	3.7499	3.8442	944.6953	511.3211	931.1314	564.5407	
996452769	SMP	1	3.7527	3.8494	944.2192	510.2696	931.6716	565.4380	
996469459	SMP	1	3.7502	3.8548	946.0375	509.2874	933.6926	565.6919	
996486149	SMP	1	3.7492	3.8596	944.5273	509.4620	935.1791	565.9528	
996502839	SMP	1	3.7439	3.8657	944.0204	509.9602	935.4639	565.8244	
996519529	SMP	1	3.7489	3.8681	944.4205	510.6156	935.8838	565.0945	
